"R1"	"R2"	"R3"	"R4"	"R7"	"R8"	"R9"	"R10"	"R13"	"R15"	"R16"	"R19"	"R20"	"R21"
"30956"	1	52	0	16	3	23	4	10	3	2	24	17	9	22
"73191"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"320405"	333	217	240	159	250	378	286	372	525	395	112	99	202	219
"386611"	0	0	0	2	0	0	2	3	0	2	0	0	2	1
"71300"	1	0	0	0	0	1	0	0	0	0	0	0	0	1
"387347"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"55961"	649	1639	82	21	465	615	100	90	335	327	15	564	207	36
"214704"	0	0	0	0	0	4	2	3	4	3	0	0	0	0
"68202"	1584	1267	1159	641	1273	865	1307	1163	1123	852	1093	457	857	769
"78910"	0	0	0	0	0	0	0	0	0	0	0	0	1	1
"93677"	0	0	1	0	0	0	0	1	0	0	2	0	0	0
"73178"	3544	10126	4311	6769	3166	9740	3911	13837	7012	7194	4959	3144	7512	5759
"74409"	1	4	0	0	1	14	0	4	7	4	0	0	0	1
"77042"	0	0	0	0	0	0	0	0	1	0	0	0	1	0
"20690"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"74468"	1	43	1	10	0	25	1	2	1	0	14	3	5	22
"319832"	4	6	22	7	7	4	16	34	11	31	6	0	38	11
"14763"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"101185"	366	338	357	633	286	398	565	903	497	333	608	91	498	477
"626904"	7	1	1	5	9	10	8	2	8	6	15	0	5	3
"14823"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"735266"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"76224"	14	6	13	6	8	17	6	20	10	13	17	1	9	10
"627049"	691	1169	849	1233	640	824	693	2809	962	1036	1155	459	989	942
"74375"	372	468	283	575	286	469	407	1077	476	312	479	85	582	548
"11844"	1444	1660	759	1341	1134	1813	1867	1267	1411	569	1592	115	1794	2002
"56223"	0	3	0	0	0	0	1	0	0	0	1	0	1	0
"18506"	8	2	1	7	9	7	2	7	8	6	2	0	19	2
"56463"	7267	6861	4124	8590	5189	7206	7451	8567	6595	3161	8685	1188	7094	9131
"192198"	2	1	7	1	2	2	2	0	4	6	2	0	3	0
"387237"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16846"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"68272"	1569	1603	1515	2351	1312	1353	1820	4078	1657	1367	2715	608	1835	2264
"101359"	4	1	2	16	2	2	9	10	6	3	3	0	4	7
"23917"	1102	763	554	1021	855	1053	1389	914	1150	341	1443	76	970	1258
"69573"	164	175	117	269	144	252	307	246	177	95	222	17	233	324
"245884"	17	10	16	7	11	5	14	14	8	4	8	0	10	6
"330277"	0	2	0	3	0	0	0	2	0	0	5	0	1	5
"12321"	5061	7616	5137	8751	4152	5790	6566	12310	5961	4929	8477	2296	6871	9172
"12057"	3	1	1	1	0	1	0	2	0	3	3	0	2	1
"232664"	3	13	14	24	6	12	12	24	10	8	40	8	27	55
"68794"	0	517	10	1134	0	53	35	114	3	2	3721	91	190	3700
"66144"	1166	1056	660	1073	894	1268	1603	1153	1241	449	1221	158	1526	1496
"668210"	0	0	0	0	1	0	0	1	0	1	0	0	2	1
"333088"	1	0	0	3	0	0	0	0	1	0	0	0	1	3
"27056"	27	25	17	57	21	27	51	39	45	14	58	1	55	46
"320938"	3132	3486	2581	3958	2539	3566	3727	5498	3450	2352	5508	792	3726	3909
"232670"	24	47	117	104	24	77	142	177	25	46	132	0	130	116
"319757"	1007	501	944	827	825	786	1556	1273	1072	608	938	233	724	885
"74340"	5401	11243	2823	3612	3523	4003	4582	2633	3344	1500	4014	1581	3526	3442
"320609"	57	34	106	98	39	37	158	174	82	221	30	12	301	99
"76419"	7	2	4	0	4	1	2	2	2	0	1	0	6	0
"18181"	843	769	666	854	710	809	978	1452	904	597	1085	156	926	748
"387177"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"723886"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"387178"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"100463519"	7	3	2	1	6	4	10	4	8	2	1	0	10	2
"22214"	946	1420	885	1290	731	1474	1367	1631	1206	854	1217	372	1616	1540
"100862136"	0	0	0	0	0	0	0	0	1	0	0	0	0	0
"232679"	302	256	149	311	183	302	404	259	218	99	435	18	269	403
"76788"	2815	4406	2522	3500	2085	3635	3776	4768	2875	2021	3484	562	3243	2968
"72649"	1409	1335	1474	2987	1184	1339	1750	4741	1541	1336	1687	349	1501	2315
"75647"	3	0	3	1	1	0	0	3	1	0	3	0	2	5
"232680"	2	0	2	2	1	7	1	33	17	7	0	1	5	5
"100862143"	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"71791"	0	0	0	1	0	3	0	1	0	0	0	7	1	12
"74649"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"109697"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"83922"	218	162	162	273	126	203	235	329	232	216	279	38	224	212
"17294"	67	69	57	66	51	76	80	125	62	66	71	13	94	72
"723930"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"54160"	1654	2229	1197	1918	1336	2369	2468	2276	2312	1176	1915	296	2453	2074
"116732"	0	0	1	0	0	0	0	0	0	0	0	1	0	0
"619665"	0	0	0	0	0	1	0	0	0	0	0	0	0	0
"387222"	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"387223"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"73652"	0	8	0	2	0	0	2	1	0	0	19	2	6	9
"100503869"	9	13	6	1	11	5	3	5	3	4	1	2	5	2
"27418"	1628	2211	1235	1720	1232	1485	1755	2025	1842	1250	2086	548	1802	1829
"27205"	339	280	192	184	238	476	279	344	772	333	31	91	48	85
"76382"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"243743"	5	1	4	0	0	0	5	0	7	0	1	0	3	1
"319849"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"66075"	4566	4271	3510	2641	3753	3144	4440	4021	3740	2793	2938	1367	3070	2606
"20336"	896	2058	871	2035	683	1432	1477	2031	1742	953	2361	418	2066	3714
"100503911"	483	758	536	707	367	389	552	965	502	505	780	543	569	1075
"74354"	2	0	2	4	2	1	1	2	3	1	5	3	3	1
"58246"	463	421	321	575	320	562	541	779	713	342	894	75	750	603
"11677"	281	235	157	354	184	247	428	300	232	93	776	13	483	550
"14187"	1850	4471	599	2406	1315	1141	1081	1680	351	168	4502	750	2364	4747
"67861"	177	389	201	344	144	115	277	285	77	55	563	74	399	591
"11997"	230	280	7	11	184	18	20	4	10	2	10	66	9	33
"12183"	1148	1401	815	968	962	1042	1096	1440	1119	742	1359	333	1458	1298
"100861595"	0	3	1	1	0	1	0	8	0	1	4	0	4	12
"109624"	27	56	24	101	4	36	15	158	20	16	95	33	89	352
"100503921"	0	0	1	1	0	0	1	0	0	0	0	0	0	0
"76223"	8	15	7	12	7	6	11	15	13	9	14	1	11	26
"68487"	2	1	0	0	1	3	5	0	4	0	0	0	4	4
"78412"	39	47	34	45	29	37	54	106	39	31	96	5	51	70
"101240"	182	159	158	241	153	166	288	349	175	111	309	30	260	276
"20899"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"243753"	459	124	188	194	358	202	312	204	375	144	137	21	166	112
"53621"	727	954	864	1039	684	703	674	2556	937	1055	1037	400	723	722
"70699"	3148	3174	2578	4571	2476	3574	4450	5094	4501	2529	6591	532	3990	3899
"67705"	559	514	414	450	433	466	649	631	475	259	385	100	546	519
"243755"	0	1	2	1	3	0	4	2	0	1	0	0	1	1
"208164"	0	0	1	0	0	0	0	0	0	0	0	0	0	0
"73409"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"14489"	5801	9767	4883	8669	4753	7047	5847	10467	7544	5208	8117	1867	8020	8970
"319472"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"243764"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"735279"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"19242"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"320127"	4	9	21	17	8	12	38	60	33	58	12	0	72	18
"73585"	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"208647"	175	929	197	653	167	486	345	600	313	236	612	159	472	541
"208665"	5	1	1	1	4	2	1	1	13	11	0	2	4	0
"100039636"	2172	2796	1416	1938	1793	3120	2624	2866	2173	1062	2780	491	3155	2878
"21848"	2338	2035	2421	2256	2089	1515	2958	3649	3193	2774	2287	723	2514	2841
"320590"	0	0	0	1	0	0	0	0	0	0	0	6	0	0
"140494"	1	2	0	19	0	0	3	1	0	0	12	0	2	21
"77522"	1	0	10	3	1	0	8	0	0	1	1	0	5	2
"330286"	146	155	168	284	136	61	207	218	89	57	553	36	155	219
"209032"	133	125	151	235	111	95	211	326	175	154	329	24	182	277
"78781"	916	1758	1101	2159	824	1839	1543	3473	1760	1450	2474	473	2493	2423
"264134"	56	109	82	262	43	75	139	243	62	61	343	20	210	250
"320538"	1811	2901	1770	2637	1342	2214	1815	4156	2689	2324	3265	572	2892	2019
"66117"	210	91	103	110	160	206	246	97	206	55	132	11	164	113
"192196"	4299	4460	4466	4286	3400	3537	3591	7654	4644	4825	5246	1881	4470	3734
"100861853"	233	259	226	90	101	90	97	209	262	267	93	76	204	113
"100504031"	6	3	9	4	4	7	4	12	6	16	13	0	12	12
"74253"	4	61	11	110	8	31	16	62	12	4	181	4	32	241
"665180"	0	1	0	1	0	0	0	0	1	0	2	0	0	1
"15258"	851	2274	1431	1694	879	1351	1238	3592	1613	2020	2334	899	2306	1520
"21391"	23	6	31	2	20	4	31	0	14	8	4	0	3	4
"69986"	0	1	0	0	0	0	0	0	0	0	1	0	0	0
"243771"	134	502	259	576	66	401	382	644	170	247	788	114	777	1091
"75379"	1	2	0	1	0	0	0	3	0	0	3	1	2	4
"338523"	863	3964	906	2732	713	2318	1019	3944	1732	1596	2070	947	3664	2749
"72144"	972	1402	1159	2373	739	1220	1564	1990	1168	758	2317	259	1919	3245
"19331"	137	107	106	116	61	118	194	129	150	120	156	12	202	208
"54484"	1616	1867	947	1318	1272	2318	1561	2307	2156	1192	1304	502	1967	1445
"100503122"	16	8	0	5	3	17	9	6	12	0	13	0	11	9
"621427"	0	0	2	3	0	2	0	5	5	2	2	0	4	4
"209773"	5	2	4	7	6	3	4	1	6	6	1	1	2	8
"77209"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"57869"	368	344	236	315	252	369	488	385	408	213	292	18	376	338
"68198"	619	472	337	298	443	581	702	322	551	246	489	96	475	430
"109880"	851	1408	964	1677	706	1147	939	2964	1309	1214	1709	449	1419	1359
"14548"	142	122	78	126	98	137	199	148	129	77	168	31	114	172
"434008"	1	2	0	0	1	4	0	2	5	0	0	0	2	0
"69923"	278	186	162	292	209	218	302	387	278	137	271	23	163	222
"243780"	126	252	97	188	99	227	178	306	303	160	197	28	252	116
"381759"	5	5	5	1	2	2	6	3	1	0	0	3	1	2
"381760"	832	527	658	653	660	556	882	999	708	555	832	173	584	642
"574417"	0	0	0	0	0	0	0	0	0	0	2	0	0	0
"57253"	0	0	0	0	0	0	0	0	0	1	0	0	0	0
"67690"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"258380"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"258381"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"23845"	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"387513"	2	0	1	0	0	1	2	0	2	3	0	0	2	1
"232714"	15819	56699	9252	12552	15293	49004	12584	23664	49496	25291	9354	9535	27659	9315
"194357"	0	0	1	0	0	0	0	0	0	0	0	0	0	0
"621968"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"232717"	0	0	0	0	0	2	0	3	0	0	0	1	0	0
"73481"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"73626"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"100040208"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"67373"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"100124659"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"100039790"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"100124660"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"100124661"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"100124671"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"100124672"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"100124673"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"100124674"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"100124675"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"100124677"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"100124678"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"100124679"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"100124680"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"100124681"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"100124682"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"100124684"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"100124685"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"100124686"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"100124688"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"100124689"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"110315"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"100124699"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"22074"	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"103964"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"436522"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"22073"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"436523"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"386551"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"100040233"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"114228"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"22072"	0	0	0	0	0	0	0	0	0	0	0	0	4	0
"100125246"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"100125248"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"100125249"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"100125250"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"100125251"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"100125252"	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"100125253"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"100125254"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"100125262"	0	0	0	0	0	0	0	2	0	0	0	0	5	1
"100125247"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"100125255"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"100125256"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"100125257"	0	0	0	0	0	0	0	0	0	0	0	0	2	0
"100125258"	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"100125259"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"100125261"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"100125263"	0	0	0	0	0	0	0	1	0	0	2	0	4	0
"269846"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"13848"	3	6	0	11	0	4	1	12	1	1	31	0	69	45
"64177"	0	0	9	1	0	0	2	0	0	0	1	0	5	2
"194352"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"76606"	0	0	1	0	0	0	0	0	0	0	0	0	0	0
"23925"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"258569"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"18716"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"84543"	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"71578"	26	92	4	17	14	279	9	83	47	32	7	32	510	17
"387564"	0	0	0	0	0	3	0	0	0	0	0	0	1	0
"20939"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"353148"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"387515"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"76263"	360	587	137	204	216	142	278	137	157	63	409	96	342	361
"109218"	168	518	64	127	147	214	88	137	110	72	138	104	213	214
"12366"	1068	1069	892	1216	844	1114	1346	1502	1344	801	1296	165	1431	1221
"12723"	37	33	10	9	22	16	16	9	16	3	5	3	19	6
"76156"	14	6	4	1	3	2	2	2	7	2	2	7	4	0
"22793"	1795	2432	1002	2448	1533	2218	1690	3114	1790	743	3072	305	2667	2713
"13835"	1082	1775	468	946	800	1329	909	1139	1036	407	1023	173	1206	1072
"72131"	0	2	0	2	0	0	0	0	0	0	0	0	0	1
"387514"	0	0	0	0	0	1	0	0	0	0	0	0	0	0
"387512"	0	0	0	0	0	0	0	0	0	0	0	0	2	0
"387353"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"258436"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"258989"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"259144"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"546896"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"403088"	0	0	0	1	0	0	0	0	0	0	1	0	0	0
"232748"	229	351	387	483	151	106	561	191	191	129	779	63	232	480
"77574"	115	157	177	440	94	144	365	296	219	123	728	9	368	367
"258016"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"258988"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"258207"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"258437"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"259067"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"258270"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"258990"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"258292"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"258650"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"258649"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"258648"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"258293"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"18310"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"258647"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"258366"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"18346"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"100503800"	3	1	0	0	1	0	0	5	2	0	0	0	3	2
"54324"	3277	7262	2704	5429	2618	5599	3583	9533	4037	3041	5467	1934	6668	6647
"18291"	0	0	0	0	1	1	0	1	0	0	2	0	2	0
"29807"	1188	1586	755	763	898	1312	933	1312	1359	892	698	329	1143	738
"319812"	3	0	2	0	0	0	1	0	0	3	2	0	2	6
"66797"	1	6	3	32	0	1	2	3	2	1	87	5	2	287
"26965"	3411	3920	2932	4330	2782	3229	3586	6897	3473	2783	4333	1345	3636	4647
"14056"	2737	2072	2365	2893	2211	2242	3124	3731	3189	2329	3395	713	2396	2591
"19799"	1	1	1	1	0	0	0	1	1	1	1	0	1	0
"19874"	5	22	4	9	3	0	1	8	1	6	2	15	0	3
"19872"	0	4	2	4	1	0	1	6	1	4	4	5	0	1
"12304"	4957	3906	4186	4311	3841	4197	5337	7440	4744	3698	5143	1151	4427	3826
"735289"	0	0	0	1	1	0	0	0	0	0	1	0	0	0
"330301"	48	29	24	51	40	53	33	107	49	22	30	3	41	46
"272347"	125	144	87	138	100	155	126	289	214	130	170	24	206	145
"101095"	888	555	526	1154	667	826	929	2181	950	497	924	47	861	893
"232784"	310	260	215	368	228	337	437	513	395	231	391	32	394	389
"232785"	195	83	115	124	116	43	168	65	144	60	145	10	59	171
"101197"	271	120	147	145	185	166	323	234	286	145	200	27	267	174
"72306"	707	520	530	863	609	690	734	2088	688	501	680	136	826	891
"69228"	707	497	534	888	533	716	805	1408	727	423	788	105	900	973
"100503622"	0	1	0	0	0	1	0	0	0	2	0	0	1	0
"77827"	75	346	173	238	63	462	364	368	264	227	263	36	581	368
"68910"	224	176	186	77	164	376	301	192	485	222	48	19	282	63
"243369"	5	2	2	0	1	3	5	1	18	7	0	0	11	0
"58894"	140	123	76	112	116	142	170	184	205	94	146	5	135	88
"76252"	13	57	15	61	18	191	60	215	65	63	166	5	265	106
"243371"	184	113	109	163	84	185	196	230	153	107	96	30	145	154
"71660"	0	0	0	0	0	0	0	0	0	0	0	0	2	0
"330305"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"58887"	342	174	206	368	247	292	498	570	306	134	333	15	317	282
"243372"	130	97	112	147	110	125	237	262	128	64	137	9	117	91
"243373"	2	2	3	6	3	2	8	18	7	1	6	0	1	0
"243374"	13	6	24	12	16	11	39	61	21	36	1	5	27	8
"317758"	220	141	187	148	191	180	197	578	305	209	102	30	164	134
"107526"	1	0	0	0	1	1	0	0	0	0	0	0	0	0
"231931"	0	1	0	0	2	2	2	0	3	3	0	0	3	1
"231932"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"100041450"	23	6	26	9	16	9	20	32	20	21	1	2	11	4
"16205"	301	54	145	67	165	170	227	443	280	170	9	24	54	54
"317757"	120	13	62	27	69	61	87	125	124	54	4	11	15	23
"83408"	6	1	10	1	0	1	6	4	11	6	0	0	3	4
"65963"	2190	1395	1413	1776	1725	2282	2548	3726	2462	1361	1086	250	2590	2081
"66058"	872	644	453	742	696	1027	1073	1396	1066	437	369	32	1107	855
"666105"	29	19	20	8	29	11	24	22	26	9	12	2	13	5
"76507"	4031	3872	359	388	3647	4135	800	889	4715	933	496	417	1989	205
"69761"	0	0	0	0	0	1	0	1	0	0	0	0	0	0
"243376"	0	0	1	0	0	0	0	0	0	0	1	0	0	0
"243377"	1	0	0	0	0	0	0	0	1	0	0	0	0	0
"93695"	0	0	0	0	0	0	0	2	0	0	0	0	1	1
"75593"	467	313	308	323	306	332	521	481	368	204	293	114	273	366
"140488"	1258	1866	1117	1596	789	183	1145	290	131	83	2061	469	160	2150
"101214"	2199	2096	2215	2447	1702	1555	2284	3475	1965	1961	3208	517	1832	2291
"57895"	88	86	82	101	67	68	75	178	67	48	108	20	75	111
"231946"	142	47	157	71	77	59	224	99	108	106	60	21	110	71
"77485"	0	0	0	0	0	0	0	0	0	0	1	0	0	0
"109648"	0	0	0	0	0	0	0	0	0	0	0	1	0	0
"56524"	1955	1888	1560	2396	1731	1716	1892	4115	1880	1332	2352	639	1456	1961
"54722"	107	156	59	93	77	432	108	155	501	128	106	28	170	119
"71720"	796	996	745	1554	546	605	1025	1028	683	416	1978	177	1209	2413
"13063"	197	210	130	162	162	130	181	189	164	116	245	108	170	138
"73183"	4	3	2	0	1	2	6	3	8	1	1	0	5	1
"70821"	34	55	26	48	16	17	27	75	45	13	40	8	33	35
"60531"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"319981"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"387166"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"18025"	24	35	43	54	11	13	33	50	33	35	131	17	75	126
"53379"	25801	19986	25851	21410	21634	16042	25644	35957	24234	23887	32447	7863	22544	18714
"12417"	2395	1600	2052	2228	2028	1369	2089	2773	2438	2026	2286	423	1809	1619
"71982"	750	789	826	1481	516	526	1063	1727	768	720	1763	139	1130	1774
"54353"	773	1482	1088	1299	663	660	1119	1236	468	525	1180	644	1160	1563
"15394"	0	17	1	16	1	3	5	8	0	1	12	1	6	6
"100504068"	7	17	8	14	0	13	6	7	1	3	10	0	10	16
"15399"	7	20	16	27	19	18	30	42	15	17	18	13	21	8
"100503966"	4	3	0	2	1	4	6	9	5	5	3	0	6	2
"15400"	36	65	55	89	35	73	72	165	58	67	35	2	102	40
"77580"	1	6	4	4	1	8	10	11	8	13	14	0	19	6
"15401"	7	25	10	12	18	8	15	33	16	27	21	9	33	5
"72628"	4	6	8	9	2	17	13	20	8	1	7	0	6	5
"15402"	10	27	38	63	7	23	44	27	22	15	31	16	27	36
"15403"	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"100736249"	7	3	5	13	1	5	7	13	4	10	11	0	9	13
"15404"	9	1	4	2	0	1	0	3	0	0	3	1	0	6
"15405"	11	0	4	2	2	0	1	0	0	2	1	0	1	2
"723820"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"15395"	2	1	8	0	7	1	9	0	0	7	1	1	1	1
"15396"	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"15397"	0	0	0	1	0	0	0	1	0	3	0	0	2	0
"15398"	0	2	1	0	1	0	0	0	0	1	1	3	0	18
"70593"	0	0	5	4	0	0	3	0	0	0	12	0	3	50
"14028"	0	3	6	10	0	1	5	5	0	3	49	2	5	194
"74304"	0	0	0	1	0	0	0	0	0	0	0	0	0	0
"58875"	2152	2340	1256	1671	1508	1653	2286	1359	1920	809	1754	242	1578	1955
"52440"	8401	14598	8385	9501	7474	12179	8618	15591	11471	10342	9833	6511	12498	10462
"231986"	9	8	7	4	8	9	5	5	11	13	5	1	8	1
"100504507"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"666259"	22	30	10	26	25	32	29	25	34	11	37	3	28	22
"320189"	0	0	0	1	0	1	3	2	0	0	0	0	1	1
"100504577"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"231991"	3	28	7	28	1	36	5	106	4	1	7	15	57	20
"66873"	2	1	1	0	7	6	2	7	3	6	0	6	4	1
"71287"	7	2	7	2	1	3	10	4	1	10	1	0	10	8
"69993"	843	1375	893	1010	569	766	1067	1383	818	749	1055	353	873	1169
"78616"	3	0	2	0	0	0	0	0	0	0	0	0	0	0
"100502661"	0	2	0	0	0	0	0	3	2	1	1	0	3	3
"100042056"	8	11	6	2	3	15	15	26	12	13	4	2	18	1
"78004"	991	1678	646	594	976	2921	1244	1780	2391	1250	154	157	1195	278
"330319"	191	185	321	140	152	361	397	806	370	521	57	43	382	123
"69938"	0	2	0	0	0	0	1	0	2	0	1	0	0	1
"231997"	63	72	46	34	52	82	74	92	84	63	48	3	71	32
"231999"	1557	2122	900	1072	1166	1771	1349	1808	1929	1218	1208	383	2087	961
"68235"	2	8	12	5	2	6	9	11	19	10	1	0	9	3
"387524"	1317	1899	1204	1440	1126	1729	1513	2484	2207	1765	1354	584	1796	1373
"107607"	152	102	184	138	120	230	371	257	367	229	240	13	435	103
"110175"	205	186	239	292	155	153	244	461	201	228	334	104	248	272
"353172"	9685	10528	7082	17306	7373	12481	12044	21302	8019	5207	13019	2136	10916	18392
"12922"	0	0	0	1	3	0	0	0	0	0	0	0	0	0
"21743"	3	0	2	0	3	0	3	0	1	1	0	0	0	0
"330323"	19	9	10	33	6	13	28	28	17	6	42	0	42	34
"11826"	4100	1137	1790	1468	3267	1996	3807	1570	4824	1452	994	114	3202	914
"14602"	12	5	5	6	11	7	7	4	11	0	0	0	6	4
"330324"	2	0	2	0	4	0	3	3	5	3	0	0	2	0
"11517"	0	1	1	1	0	4	2	2	24	2	0	0	1	0
"11922"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"100041339"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"232016"	5	3	21	18	5	4	26	56	11	36	9	6	48	22
"19051"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"18575"	21	20	12	7	21	6	12	13	21	11	5	6	14	9
"66373"	43	25	25	50	31	33	58	21	42	16	67	12	35	25
"78937"	1485	3076	1192	1953	1239	2421	1387	2801	2441	1396	2091	578	2776	1983
"210973"	763	1108	595	1441	600	956	936	2107	1018	567	1309	203	1257	1368
"27055"	221	854	246	770	228	391	507	546	278	146	1228	116	698	1058
